Id,Prediction
fjmg0_sx371_22,l
fjmg0_sx371_23,l
fjmg0_sx371_24,l
fjmg0_sx371_25,l
fjmg0_sx371_26,l
fjmg0_sx371_27,l
fjmg0_sx371_28,l
fjmg0_sx371_29,l
fjmg0_sx371_30,l
fjmg0_sx371_31,l
fjmg0_sx371_32,l
fjmg0_sx371_33,l
fjmg0_sx371_34,l
fjmg0_sx371_35,aa
fjmg0_sx371_36,aa
fjmg0_sx371_37,aa
fjmg0_sx371_38,aa
fjmg0_sx371_39,aa
fjmg0_sx371_40,aa
fjmg0_sx371_41,aa
fjmg0_sx371_42,aa
fjmg0_sx371_43,aa
fjmg0_sx371_44,aa
fjmg0_sx371_45,aa
fjmg0_sx371_46,aa
fjmg0_sx371_47,aa
fjmg0_sx371_48,l
fjmg0_sx371_49,l
fjmg0_sx371_50,l
fjmg0_sx371_51,l
fjmg0_sx371_52,l
fjmg0_sx371_53,l
fjmg0_sx371_54,r
fjmg0_sx371_55,r
fjmg0_sx371_56,r
fjmg0_sx371_57,r
fjmg0_sx371_58,r
fjmg0_sx371_59,r
fjmg0_sx371_60,r
fjmg0_sx371_61,r
fjmg0_sx371_62,eh
fjmg0_sx371_63,eh
fjmg0_sx371_64,l
fjmg0_sx371_65,l
fjmg0_sx371_66,l
fjmg0_sx371_67,l
fjmg0_sx371_68,l
fjmg0_sx371_69,l
fjmg0_sx371_70,l
fjmg0_sx371_71,l
fjmg0_sx371_72,l
fjmg0_sx371_73,aa
fjmg0_sx371_74,aa
fjmg0_sx371_75,ih
fjmg0_sx371_76,ih
fjmg0_sx371_77,ih
fjmg0_sx371_78,ih
fjmg0_sx371_79,ih
fjmg0_sx371_80,ih
fjmg0_sx371_81,l
fjmg0_sx371_82,l
fjmg0_sx371_83,aa
fjmg0_sx371_84,aa
fjmg0_sx371_85,aa
fjmg0_sx371_86,l
fjmg0_sx371_87,l
fjmg0_sx371_88,l
fjmg0_sx371_89,l
fjmg0_sx371_90,l
fjmg0_sx371_91,aa
fjmg0_sx371_92,aa
fjmg0_sx371_93,l
fjmg0_sx371_94,l
fjmg0_sx371_95,aa
fjmg0_sx371_96,aa
fjmg0_sx371_97,l
fjmg0_sx371_98,l
fjmg0_sx371_99,l
fjmg0_sx371_100,r
fjmg0_sx371_101,r
fjmg0_sx371_102,r
fjmg0_sx371_103,r
fjmg0_sx371_104,r
fjmg0_sx371_105,eh
fjmg0_sx371_106,eh
fjmg0_sx371_107,eh
fjmg0_sx371_108,eh
fjmg0_sx371_109,r
fjmg0_sx371_110,r
fjmg0_sx371_111,r
fjmg0_sx371_112,r
fjmg0_sx371_113,r
fjmg0_sx371_114,l
fjmg0_sx371_115,ih
fjmg0_sx371_116,ih
fjmg0_sx371_117,ih
fjmg0_sx371_118,ih
fjmg0_sx371_119,ih
fjmg0_sx371_120,iy
fjmg0_sx371_121,iy
fjmg0_sx371_122,aa
fjmg0_sx371_123,aa
fjmg0_sx371_124,aa
fjmg0_sx371_125,aa
fjmg0_sx371_126,aa
fjmg0_sx371_127,aa
fjmg0_sx371_128,aa
fjmg0_sx371_129,aa
fjmg0_sx371_130,aa
fjmg0_sx371_131,aa
fjmg0_sx371_132,aa
fjmg0_sx371_133,aa
fjmg0_sx371_134,aa
fjmg0_sx371_135,aa
fjmg0_sx371_136,aa
fjmg0_sx371_137,aa
fjmg0_sx371_138,aa
fjmg0_sx371_139,dh
fjmg0_sx371_140,dh
fjmg0_sx371_141,dh
fjmg0_sx371_142,dh
fjmg0_sx371_143,l
fjmg0_sx371_144,sil
fjmg0_sx371_145,aa
fjmg0_sx371_146,aa
fjmg0_sx371_147,aa
fjmg0_sx371_148,ih
fjmg0_sx371_149,r
fjmg0_sx371_150,dh
fjmg0_sx371_151,dh
fjmg0_sx371_152,dh
fjmg0_sx371_153,dh
fjmg0_sx371_154,dh
fjmg0_sx371_155,dh
fjmg0_sx371_156,aa
fjmg0_sx371_157,aa
fjmg0_sx371_158,aa
fjmg0_sx371_159,l
fjmg0_sx371_160,l
fjmg0_sx371_161,l
fjmg0_sx371_162,l
fjmg0_sx371_163,l
fjmg0_sx371_164,l
fjmg0_sx371_165,l
fjmg0_sx371_166,l
fjmg0_sx371_167,l
fjmg0_sx371_168,aa
fjmg0_sx371_169,aa
fjmg0_sx371_170,r
fjmg0_sx371_171,sil
fjmg0_sx371_172,sil
fjmg0_sx371_173,sil
fjmg0_sx371_174,sil
fjmg0_sx371_175,sil
fjmg0_sx371_176,sil
fjmg0_sx371_177,sil
fjmg0_sx371_178,sil
fjmg0_sx371_179,sil
fjmg0_sx371_180,sil
fjmg0_sx371_181,sil
fjmg0_sx371_182,r
fjmg0_sx371_183,r
fjmg0_sx371_184,r
fjmg0_sx371_185,r
fjmg0_sx371_186,l
fjmg0_sx371_187,l
fjmg0_sx371_188,l
fjmg0_sx371_189,l
fjmg0_sx371_190,l
fjmg0_sx371_191,l
fjmg0_sx371_192,r
fjmg0_sx371_193,r
fjmg0_sx371_194,r
fjmg0_sx371_195,r
fjmg0_sx371_196,r
fjmg0_sx371_197,r
fjmg0_sx371_198,r
fjmg0_sx371_199,r
fjmg0_sx371_200,r
fjmg0_sx371_201,r
fjmg0_sx371_202,r
fjmg0_sx371_203,r
fjmg0_sx371_204,r
fjmg0_sx371_205,r
fjmg0_sx371_206,r
fjmg0_sx371_207,r
fjmg0_sx371_208,r
fjmg0_sx371_209,l
fjmg0_sx371_210,ih
fjmg0_sx371_211,ih
fjmg0_sx371_212,ih
fjmg0_sx371_213,ih
fjmg0_sx371_214,ih
fjmg0_sx371_215,ih
fjmg0_sx371_216,dh
fjmg0_sx371_217,sil
fjmg0_sx371_218,sil
fjmg0_sx371_219,sil
fjmg0_sx371_220,r
fjmg0_sx371_221,r
fjmg0_sx371_222,r
fjmg0_sx371_223,r
fjmg0_sx371_224,r
fjmg0_sx371_225,r
fjmg0_sx371_226,r
fjmg0_sx371_227,r
fjmg0_sx371_228,r
fjmg0_sx371_229,ih
fjmg0_sx371_230,ih
fjmg0_sx371_231,ae
fjmg0_sx371_232,ae
fjmg0_sx371_233,ih
fjmg0_sx371_234,ih
fjmg0_sx371_235,ih
fjmg0_sx371_236,dh
fjmg0_sx371_237,dh
fjmg0_sx371_238,dh
fjmg0_sx371_239,dh
fjmg0_sx371_240,dh
fjmg0_sx371_241,dh
fjmg0_sx371_242,ih
fjmg0_sx371_243,aa
fjmg0_sx371_244,aa
fjmg0_sx371_245,aa
fjmg0_sx371_246,aa
fjmg0_sx371_247,aa
fjmg0_sx371_248,aa
fjmg0_sx371_249,aa
fjmg0_sx371_250,aa
fjmg0_sx371_251,aa
fjmg0_sx371_252,aa
fjmg0_sx371_253,sil
fjmg0_sx371_254,sil
fjmg0_sx371_255,sil
fjmg0_sx371_256,sil
fjmg0_sx371_257,sil
fjmg0_sx371_258,sil
fjmg0_sx371_259,sil
fjmg0_sx371_260,sil
fjmg0_sx371_261,sil
fjmg0_sx371_262,sil
fjmg0_sx371_263,aa
fjmg0_sx371_264,aa
fjmg0_sx371_265,aa
fjmg0_sx371_266,dh
fjmg0_sx371_267,dh
fjmg0_sx371_268,dh
fjmg0_sx371_269,dh
fjmg0_sx371_270,dh
fjmg0_sx371_271,dh
fjmg0_sx371_272,dh
fjmg0_sx371_273,dh
fjmg0_sx371_274,dh
fjmg0_sx371_275,sil
fjmg0_sx371_276,sil
fjmg0_sx371_277,sil
fjmg0_sx371_278,sil
fjmg0_sx371_279,sil
fjmg0_sx371_280,sil
fjmg0_sx371_281,sil
fjmg0_sx371_282,r
fjmg0_sx371_283,r
fjmg0_sx371_284,r
fjmg0_sx371_285,l
fjmg0_sx371_286,ih
fjmg0_sx371_287,aa
fjmg0_sx371_288,aa
fjmg0_sx371_289,aa
fjmg0_sx371_290,aa
fjmg0_sx371_291,aa
fjmg0_sx371_292,aa
fjmg0_sx371_293,l
fjmg0_sx371_294,l
fjmg0_sx371_295,r
fjmg0_sx371_296,r
fjmg0_sx371_297,r
fjmg0_sx371_298,r
fjmg0_sx371_299,r
fjmg0_sx371_300,r
fjmg0_sx371_301,r
fjmg0_sx371_302,ae
fjmg0_sx371_303,ae
fjmg0_sx371_304,ae
fjmg0_sx371_305,ae
fjmg0_sx371_306,dh
fjmg0_sx371_307,aa
fjmg0_sx371_308,aa
fjmg0_sx371_309,ah
fjmg0_sx371_310,dh
fjmg0_sx371_311,sil
fjmg0_sx371_312,aa
fjmg0_sx371_313,z
fjmg0_sx371_314,sil
fjmg0_sx371_315,sil
fjmg0_sx371_316,s
fjmg0_sx371_317,l
fjmg0_sx371_318,ih
fjmg0_sx371_319,ih
fjmg0_sx371_320,ae
fjmg0_sx371_321,ae
fjmg0_sx371_322,ae
fjmg0_sx371_323,ae
fjmg0_sx371_324,ae
fjmg0_sx371_325,ae
fjmg0_sx371_326,ae
fjmg0_sx371_327,ae
fjmg0_sx371_328,aa
fjmg0_sx371_329,aa
fjmg0_sx371_330,z
fjmg0_sx371_331,z
fjmg0_sx371_332,sil
fjmg0_sx371_333,r
fjmg0_sx371_334,r
fjmg0_sx371_335,r
fjmg0_sx371_336,r
fjmg0_sx371_337,r
fjmg0_sx371_338,sil
fjmg0_sx371_339,sil
fjmg0_sx371_340,sil
fjmg0_sx371_341,sil
fjmg0_sx371_342,sil
fjmg0_sx371_343,sil
fjmg0_sx371_344,r
fjmg0_sx371_345,r
fjmg0_sx371_346,r
fjmg0_sx371_347,r
fjmg0_sx371_348,r
fjmg0_sx371_349,r
fjmg0_sx371_350,r
fjmg0_sx371_351,r
fjmg0_sx371_352,r
fjmg0_sx371_353,sil
fjmg0_sx371_354,sil
fjmg0_sx371_355,sil
fjmg0_sx371_356,sil
fjmg0_sx371_357,sil
fjmg0_sx371_358,sil
fjmg0_sx371_359,sil
fjmg0_sx371_360,sil
fjsj0_si1484_1,sil
fjsj0_si1484_2,sil
fjsj0_si1484_3,sil
fjsj0_si1484_4,sil
fjsj0_si1484_5,sil
fjsj0_si1484_6,sil
fjsj0_si1484_7,sil
fjsj0_si1484_8,sil
fjsj0_si1484_9,sil
fjsj0_si1484_10,sil
fjsj0_si1484_11,sil
fjsj0_si1484_12,sil
fjsj0_si1484_13,sil
fjsj0_si1484_14,r
fjsj0_si1484_15,r
fjsj0_si1484_16,dh
fjsj0_si1484_17,ae
fjsj0_si1484_18,ae
fjsj0_si1484_19,dh
fjsj0_si1484_20,r
fjsj0_si1484_21,r
fjsj0_si1484_22,r
fjsj0_si1484_23,ae
fjsj0_si1484_24,ae
fjsj0_si1484_25,ae
fjsj0_si1484_26,ae
fjsj0_si1484_27,ae
fjsj0_si1484_28,ae
fjsj0_si1484_29,ae
fjsj0_si1484_30,ae
fjsj0_si1484_31,ae
fjsj0_si1484_32,r
fjsj0_si1484_33,r
fjsj0_si1484_34,r
fjsj0_si1484_35,aa
fjsj0_si1484_36,aa
fjsj0_si1484_37,aa
fjsj0_si1484_38,aa
fjsj0_si1484_39,aa
fjsj0_si1484_40,l
fjsj0_si1484_41,l
fjsj0_si1484_42,l
fjsj0_si1484_43,l
fjsj0_si1484_44,l
fjsj0_si1484_45,l
fjsj0_si1484_46,l
fjsj0_si1484_47,l
fjsj0_si1484_48,l
fjsj0_si1484_49,l
fjsj0_si1484_50,l
fjsj0_si1484_51,l
fjsj0_si1484_52,l
fjsj0_si1484_53,l
fjsj0_si1484_54,l
fjsj0_si1484_55,aa
fjsj0_si1484_56,aa
fjsj0_si1484_57,aa
fjsj0_si1484_58,aa
fjsj0_si1484_59,aa
fjsj0_si1484_60,eh
fjsj0_si1484_61,dh
fjsj0_si1484_62,dh
fjsj0_si1484_63,dh
fjsj0_si1484_64,dh
fjsj0_si1484_65,dh
fjsj0_si1484_66,dh
fjsj0_si1484_67,dh
fjsj0_si1484_68,dh
fjsj0_si1484_69,dh
fjsj0_si1484_70,dh
fjsj0_si1484_71,l
fjsj0_si1484_72,aa
fjsj0_si1484_73,aa
fjsj0_si1484_74,aa
fjsj0_si1484_75,aa
fjsj0_si1484_76,aa
fjsj0_si1484_77,aa
fjsj0_si1484_78,aa
fjsj0_si1484_79,aa
fjsj0_si1484_80,l
fjsj0_si1484_81,l
fjsj0_si1484_82,l
fjsj0_si1484_83,l
fjsj0_si1484_84,l
fjsj0_si1484_85,l
fjsj0_si1484_86,l
fjsj0_si1484_87,l
fjsj0_si1484_88,l
fjsj0_si1484_89,l
fjsj0_si1484_90,l
fjsj0_si1484_91,eh
fjsj0_si1484_92,r
fjsj0_si1484_93,r
fjsj0_si1484_94,r
fjsj0_si1484_95,r
fjsj0_si1484_96,r
fjsj0_si1484_97,aa
fjsj0_si1484_98,aa
fjsj0_si1484_99,aa
fjsj0_si1484_100,aa
fjsj0_si1484_101,aa
fjsj0_si1484_102,r
fjsj0_si1484_103,r
fjsj0_si1484_104,r
fjsj0_si1484_105,dh
fjsj0_si1484_106,dh
fjsj0_si1484_107,dh
fjsj0_si1484_108,dh
fjsj0_si1484_109,dh
fjsj0_si1484_110,dh
fjsj0_si1484_111,sil
fjsj0_si1484_112,sil
fjsj0_si1484_113,dh
fjsj0_si1484_114,dh
fjsj0_si1484_115,dh
fjsj0_si1484_116,dh
fjsj0_si1484_117,dh
fjsj0_si1484_118,dh
fjsj0_si1484_119,dh
fjsj0_si1484_120,dh
fjsj0_si1484_121,r
fjsj0_si1484_122,r
fjsj0_si1484_123,r
fjsj0_si1484_124,r
fjsj0_si1484_125,r
fjsj0_si1484_126,sil
fjsj0_si1484_127,sil
fjsj0_si1484_128,sil
fjsj0_si1484_129,sil
fjsj0_si1484_130,sil
fjsj0_si1484_131,sil
fjsj0_si1484_132,sil
fjsj0_si1484_133,sil
fjsj0_si1484_134,sil
fjsj0_si1484_135,sil
fjsj0_si1484_136,sil
fjsj0_si1484_137,sil
fjsj0_si1484_138,sil
fjsj0_si1484_139,dh
fjsj0_si1484_140,dh
fjsj0_si1484_141,aa
fjsj0_si1484_142,aa
fjsj0_si1484_143,aa
fjsj0_si1484_144,aa
fjsj0_si1484_145,aa
fjsj0_si1484_146,aa
fjsj0_si1484_147,aa
fjsj0_si1484_148,aa
fjsj0_si1484_149,aa
fjsj0_si1484_150,ah
fjsj0_si1484_151,aa
fjsj0_si1484_152,sil
fjsj0_si1484_153,v
fjsj0_si1484_154,r
fjsj0_si1484_155,r
fjsj0_si1484_156,r
fjsj0_si1484_157,sil
fjsj0_si1484_158,ae
fjsj0_si1484_159,ae
fjsj0_si1484_160,ae
fjsj0_si1484_161,ae
fjsj0_si1484_162,ae
fjsj0_si1484_163,ae
fjsj0_si1484_164,ih
fjsj0_si1484_165,ih
fjsj0_si1484_166,ih
fjsj0_si1484_167,ih
fjsj0_si1484_168,sil
fjsj0_si1484_169,ih
fjsj0_si1484_170,z
fjsj0_si1484_171,z
fjsj0_si1484_172,z
fjsj0_si1484_173,dh
fjsj0_si1484_174,dh
fjsj0_si1484_175,dh
fjsj0_si1484_176,dh
fjsj0_si1484_177,dh
fjsj0_si1484_178,dh
fjsj0_si1484_179,r
fjsj0_si1484_180,ae
fjsj0_si1484_181,aa
fjsj0_si1484_182,r
fjsj0_si1484_183,r
fjsj0_si1484_184,r
fjsj0_si1484_185,r
fjsj0_si1484_186,r
fjsj0_si1484_187,r
fjsj0_si1484_188,r
fjsj0_si1484_189,r
fjsj0_si1484_190,r
fjsj0_si1484_191,r
fjsj0_si1484_192,r
fjsj0_si1484_193,r
fjsj0_si1484_194,r
fjsj0_si1484_195,r
fjsj0_si1484_196,r
fjsj0_si1484_197,r
fjsj0_si1484_198,sil
fjsj0_si1484_199,sil
fjsj0_si1484_200,sil
fjsj0_si1484_201,sil
fjsj0_si1484_202,sil
fjsj0_si1484_203,sil
fjsj0_si1484_204,ih
fjsj0_si1484_205,ae
fjsj0_si1484_206,ae
fjsj0_si1484_207,ih
fjsj0_si1484_208,ih
fjsj0_si1484_209,ih
fjsj0_si1484_210,ih
fjsj0_si1484_211,sil
fjsj0_si1484_212,sil
fjsj0_si1484_213,sil
fjsj0_si1484_214,sil
fjsj0_si1484_215,sil
fjsj0_si1484_216,sil
fjsj0_si1484_217,r
fjsj0_si1484_218,r
fjsj0_si1484_219,r
fjsj0_si1484_220,dh
fjsj0_si1484_221,dh
fjsj0_si1484_222,dh
fjsj0_si1484_223,ih
fjsj0_si1484_224,r
fjsj0_si1484_225,dh
fjsj0_si1484_226,ih
fjsj0_si1484_227,ae
fjsj0_si1484_228,ae
fjsj0_si1484_229,ae
fjsj0_si1484_230,ae
fjsj0_si1484_231,ae
fjsj0_si1484_232,ae
fjsj0_si1484_233,ae
fjsj0_si1484_234,aa
fjsj0_si1484_235,aa
fjsj0_si1484_236,aa
fjsj0_si1484_237,aa
fjsj0_si1484_238,aa
fjsj0_si1484_239,aa
fjsj0_si1484_240,aa
fjsj0_si1484_241,aa
fjsj0_si1484_242,aa
fjsj0_si1484_243,ih
fjsj0_si1484_244,iy
fjsj0_si1484_245,aa
fjsj0_si1484_246,aa
fjsj0_si1484_247,aa
fjsj0_si1484_248,sil
fjsj0_si1484_249,sil
fjsj0_si1484_250,sil
fjsj0_si1484_251,sil
fjsj0_si1484_252,sil
fjsj0_si1484_253,sil
fjsj0_si1484_254,r
fjsj0_si1484_255,r
fjsj0_si1484_256,r
fjsj0_si1484_257,r
fjsj0_si1484_258,r
fjsj0_si1484_259,r
fjsj0_si1484_260,r
fjsj0_si1484_261,r
fjsj0_si1484_262,dh
fjsj0_si1484_263,dh
fjsj0_si1484_264,r
fjsj0_si1484_265,r
fjsj0_si1484_266,r
fjsj0_si1484_267,r
fjsj0_si1484_268,r
fjsj0_si1484_269,r
fjsj0_si1484_270,eh
fjsj0_si1484_271,eh
fjsj0_si1484_272,r
fjsj0_si1484_273,r
fjsj0_si1484_274,r
fjsj0_si1484_275,sil
fjsj0_si1484_276,sil
fjsj0_si2114_1,r
fjsj0_si2114_2,r
fjsj0_si2114_3,sil
fjsj0_si2114_4,sil
fjsj0_si2114_5,sil
fjsj0_si2114_6,sil
fjsj0_si2114_7,sil
fjsj0_si2114_8,sil
fjsj0_si2114_9,sil
fjsj0_si2114_10,sil
fjsj0_si2114_11,sil
fjsj0_si2114_12,sil
fjsj0_si2114_13,sil
fjsj0_si2114_14,sil
fjsj0_si2114_15,sil
fjsj0_si2114_16,sil
fjsj0_si2114_17,sil
fjsj0_si2114_18,sil
fjsj0_si2114_19,sil
fjsj0_si2114_20,sil
fjsj0_si2114_21,sil
fjsj0_si2114_22,sil
fjsj0_si2114_23,sil
fjsj0_si2114_24,sil
fjsj0_si2114_25,sil
fjsj0_si2114_26,sil
fjsj0_si2114_27,sil
fjsj0_si2114_28,dh
fjsj0_si2114_29,dh
fjsj0_si2114_30,dh
fjsj0_si2114_31,dh
fjsj0_si2114_32,l
fjsj0_si2114_33,aa
fjsj0_si2114_34,aa
fjsj0_si2114_35,aa
fjsj0_si2114_36,aa
fjsj0_si2114_37,aa
fjsj0_si2114_38,aa
fjsj0_si2114_39,aa
fjsj0_si2114_40,aa
fjsj0_si2114_41,aa
fjsj0_si2114_42,aa
fjsj0_si2114_43,aa
fjsj0_si2114_44,aa
fjsj0_si2114_45,aa
fjsj0_si2114_46,r
fjsj0_si2114_47,r
fjsj0_si2114_48,r
fjsj0_si2114_49,r
fjsj0_si2114_50,s
fjsj0_si2114_51,sil
fjsj0_si2114_52,ae
fjsj0_si2114_53,aa
fjsj0_si2114_54,aa
fjsj0_si2114_55,aa
fjsj0_si2114_56,aa
fjsj0_si2114_57,aa
fjsj0_si2114_58,aa
fjsj0_si2114_59,aa
fjsj0_si2114_60,aa
fjsj0_si2114_61,aa
fjsj0_si2114_62,aa
fjsj0_si2114_63,aa
fjsj0_si2114_64,ah
fjsj0_si2114_65,z
fjsj0_si2114_66,sil
fjsj0_si2114_67,sil
fjsj0_si2114_68,sil
fjsj0_si2114_69,sil
fjsj0_si2114_70,sil
fjsj0_si2114_71,sil
fjsj0_si2114_72,sil
fjsj0_si2114_73,sil
fjsj0_si2114_74,r
fjsj0_si2114_75,r
fjsj0_si2114_76,dh
fjsj0_si2114_77,dh
fjsj0_si2114_78,dh
fjsj0_si2114_79,dh
fjsj0_si2114_80,dh
fjsj0_si2114_81,dh
fjsj0_si2114_82,sil
fjsj0_si2114_83,sil
fjsj0_si2114_84,sil
fjsj0_si2114_85,dh
fjsj0_si2114_86,dh
fjsj0_si2114_87,sil
fjsj0_si2114_88,sil
fjsj0_si2114_89,aa
fjsj0_si2114_90,aa
fjsj0_si2114_91,aa
fjsj0_si2114_92,aa
fjsj0_si2114_93,aa
fjsj0_si2114_94,aa
fjsj0_si2114_95,aa
fjsj0_si2114_96,aa
fjsj0_si2114_97,aa
fjsj0_si2114_98,aa
fjsj0_si2114_99,aa
fjsj0_si2114_100,aa
fjsj0_si2114_101,aa
fjsj0_si2114_102,aa
fjsj0_si2114_103,ih
fjsj0_si2114_104,dh
fjsj0_si2114_105,dh
fjsj0_si2114_106,iy
fjsj0_si2114_107,iy
fjsj0_si2114_108,iy
fjsj0_si2114_109,iy
fjsj0_si2114_110,dh
fjsj0_si2114_111,sil
fjsj0_si2114_112,r
fjsj0_si2114_113,r
fjsj0_si2114_114,r
fjsj0_si2114_115,r
fjsj0_si2114_116,r
fjsj0_si2114_117,r
fjsj0_si2114_118,s
fjsj0_si2114_119,sil
fjsj0_si2114_120,ih
fjsj0_si2114_121,ih
fjsj0_si2114_122,ih
fjsj0_si2114_123,ih
fjsj0_si2114_124,ih
fjsj0_si2114_125,aa
fjsj0_si2114_126,aa
fjsj0_si2114_127,aa
fjsj0_si2114_128,aa
fjsj0_si2114_129,aa
fjsj0_si2114_130,dh
fjsj0_si2114_131,dh
fjsj0_si2114_132,aa
fjsj0_si2114_133,aa
fjsj0_si2114_134,dh
fjsj0_si2114_135,dh
fjsj0_si2114_136,r
fjsj0_si2114_137,aa
fjsj0_si2114_138,aa
fjsj0_si2114_139,r
fjsj0_si2114_140,r
fjsj0_si2114_141,aa
fjsj0_si2114_142,aa
fjsj0_si2114_143,aa
fjsj0_si2114_144,ih
fjsj0_si2114_145,ih
fjsj0_si2114_146,ih
fjsj0_si2114_147,ih
fjsj0_si2114_148,aa
fjsj0_si2114_149,aa
fjsj0_si2114_150,aa
fjsj0_si2114_151,aa
fjsj0_si2114_152,aa
fjsj0_si2114_153,aa
fjsj0_si2114_154,aa
fjsj0_si2114_155,aa
fjsj0_si2114_156,aa
fjsj0_si2114_157,aa
fjsj0_si2114_158,aa
fjsj0_si2114_159,aa
fjsj0_si2114_160,r
fjsj0_si2114_161,r
fjsj0_si2114_162,r
fjsj0_si2114_163,r
fjsj0_si2114_164,r
fjsj0_si2114_165,r
fjsj0_si2114_166,aa
fjsj0_si2114_167,aa
fjsj0_si2114_168,aa
fjsj0_si2114_169,dh
fjsj0_si2114_170,dh
fjsj0_si2114_171,sil
fjsj0_si2114_172,sil
fjsj0_si2114_173,sil
fjsj0_si2114_174,sil
fjsj0_si2114_175,sil
fjsj0_si2114_176,dh
fjsj0_si2114_177,aa
fjsj0_si2114_178,aa
fjsj0_si2114_179,r
fjsj0_si2114_180,r
fjsj0_si2114_181,r
fjsj0_si2114_182,r
fjsj0_si2114_183,aa
fjsj0_si2114_184,aa
fjsj0_si2114_185,aa
fjsj0_si2114_186,aa
fjsj0_si2114_187,aa
fjsj0_si2114_188,aa
fjsj0_si2114_189,eh
fjsj0_si2114_190,dh
fjsj0_si2114_191,dh
fjsj0_si2114_192,dh
fjsj0_si2114_193,dh
fjsj0_si2114_194,dh
fjsj0_si2114_195,sil
fjsj0_si2114_196,sil
fjsj0_si2114_197,sil
fjsj0_si2114_198,sil
fjsj0_si2114_199,sil
fjsj0_si2114_200,sil
fjsj0_si2114_201,dh
fjsj0_si2114_202,aa
fjsj0_si2114_203,r
fjsj0_si2114_204,r
fjsj0_si2114_205,r
fjsj0_si2114_206,r
fjsj0_si2114_207,r
fjsj0_si2114_208,r
fjsj0_si2114_209,r
fjsj0_si2114_210,aa
fjsj0_si2114_211,aa
fjsj0_si2114_212,r
fjsj0_si2114_213,r
fjsj0_si2114_214,r
fjsj0_si2114_215,r
fjsj0_si2114_216,r
fjsj0_si2114_217,r
fjsj0_si2114_218,r
fjsj0_si2114_219,r
fjsj0_si2114_220,r
fjsj0_si2114_221,aa
fjsj0_si2114_222,aa
fjsj0_si2114_223,aa
fjsj0_si2114_224,z
fjsj0_si2114_225,dh
fjsj0_si2114_226,dh
fjsj0_si2114_227,sil
fjsj0_si2114_228,sil
fjsj0_si2114_229,sil
fjsj0_si2114_230,sil
fjsj0_si2114_231,sil
fjsj0_si2114_232,sil
fjsj0_si2114_233,sil
fjsj0_si2114_234,sil
fjsj0_si2114_235,sil
fjsj0_si2114_236,sil
fjsj0_si2114_237,sil
fjsj0_si2114_238,sil
fjsj0_si2114_239,r
fjsj0_si2114_240,r
fjsj0_si2114_241,r
fjsj0_si2114_242,r
fjsj0_si2114_243,r
fjsj0_si2114_244,r
fjsj0_si2114_245,r
fjsj0_si2114_246,r
fjsj0_si2114_247,sil
fjsj0_si2114_248,sil
fjsj0_si2114_249,sil
fjsj0_si2114_250,sil
fjsj0_si2114_251,sil
fjsj0_si2114_252,sil
fjsj0_si2114_253,sil
fjsj0_si2114_254,sil
fjsj0_si854_1,sil
fjsj0_si854_2,sil
fjsj0_si854_3,sil
fjsj0_si854_4,sil
fjsj0_si854_5,sil
fjsj0_si854_6,sil
fjsj0_si854_7,sil
fjsj0_si854_8,sil
fjsj0_si854_9,sil
fjsj0_si854_10,sil
fjsj0_si854_11,aa
fjsj0_si854_12,aa
fjsj0_si854_13,aa
fjsj0_si854_14,iy
fjsj0_si854_15,sil
fjsj0_si854_16,aa
fjsj0_si854_17,aa
fjsj0_si854_18,aa
fjsj0_si854_19,aa
fjsj0_si854_20,sil
fjsj0_si854_21,sil
fjsj0_si854_22,dh
fjsj0_si854_23,dh
fjsj0_si854_24,ih
fjsj0_si854_25,z
fjsj0_si854_26,dh
fjsj0_si854_27,sil
fjsj0_si854_28,sil
fjsj0_si854_29,sil
fjsj0_si854_30,sil
fjsj0_si854_31,sil
fjsj0_si854_32,sil
fjsj0_si854_33,r
fjsj0_si854_34,r
fjsj0_si854_35,r
fjsj0_si854_36,r
fjsj0_si854_37,dh
fjsj0_si854_38,dh
fjsj0_si854_39,dh
fjsj0_si854_40,ih
fjsj0_si854_41,iy
fjsj0_si854_42,sil
fjsj0_si854_43,sil
fjsj0_si854_44,eh
fjsj0_si854_45,eh
fjsj0_si854_46,eh
fjsj0_si854_47,eh
fjsj0_si854_48,sil
fjsj0_si854_49,sil
fjsj0_si854_50,sil
fjsj0_si854_51,iy
fjsj0_si854_52,iy
fjsj0_si854_53,aa
fjsj0_si854_54,aa
fjsj0_si854_55,aa
fjsj0_si854_56,aa
fjsj0_si854_57,sil
fjsj0_si854_58,dh
fjsj0_si854_59,dh
fjsj0_si854_60,dh
fjsj0_si854_61,dh
fjsj0_si854_62,z
fjsj0_si854_63,sil
fjsj0_si854_64,sil
fjsj0_si854_65,z
fjsj0_si854_66,z
fjsj0_si854_67,eh
fjsj0_si854_68,aa
fjsj0_si854_69,aa
fjsj0_si854_70,aa
fjsj0_si854_71,aa
fjsj0_si854_72,aa
fjsj0_si854_73,aa
fjsj0_si854_74,aa
fjsj0_si854_75,aa
fjsj0_si854_76,aa
fjsj0_si854_77,dh
fjsj0_si854_78,ih
fjsj0_si854_79,ih
fjsj0_si854_80,dh
fjsj0_si854_81,dh
fjsj0_si854_82,dh
fjsj0_si854_83,dh
fjsj0_si854_84,dh
fjsj0_si854_85,dh
fjsj0_si854_86,dh
fjsj0_si854_87,r
fjsj0_si854_88,r
fjsj0_si854_89,aa
